,Zone,Code zone,Année,Produit,Code Produit,Disponibilité alimentaire (Kcal/personne/jour),Disponibilité de protéines en quantité (g/personne/jour),Exportations - Quantité,Importations - Quantité,Population totale,Production,Réserves,Stabilité politique,Revenu National Brut/hbt
542,Fédération de Russie,185,2018,Produits Animaux,2941,859,55.59,0,0,0,0,0,0.0,0.0
543,Fédération de Russie,185,2018,Produits Vegetaux,2903,2486,45.81,0,0,0,0,0,0.0,0.0
544,Fédération de Russie,185,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,11246.703709000001
545,Fédération de Russie,185,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.5,0.0
546,Fédération de Russie,185,2018,Viande de Volailles,2734,0,0.0,193,225,0,4543,0,0.0,0.0
547,Gabon,74,2014,Population,2501,0,0.0,0,0,1884,0,0,0.0,0.0
548,Gabon,74,2014,Produits Animaux,2941,413,43.18,0,0,0,0,0,0.0,0.0
549,Gabon,74,2014,Produits Vegetaux,2903,2341,42.3,0,0,0,0,0,0.0,0.0
550,Gabon,74,2018,Population,2501,0,0.0,0,0,2119,0,0,0.0,0.0
551,Gabon,74,2018,Poulets,1057,0,0.0,0,0,0,0,3185,0.0,0.0
552,Gabon,74,2018,Produits Animaux,2941,363,37.38,0,0,0,0,0,0.0,0.0
553,Gabon,74,2018,Produits Vegetaux,2903,2270,41.79,0,0,0,0,0,0.0,0.0
554,Gabon,74,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,7703.999336
555,Gabon,74,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.25,0.0
556,Gabon,74,2018,Viande de Volailles,2734,0,0.0,0,80,0,4,0,0.0,0.0
557,Gambie,75,2014,Population,2501,0,0.0,0,0,2024,0,0,0.0,0.0
558,Gambie,75,2014,Produits Animaux,2941,180,15.94,0,0,0,0,0,0.0,0.0
559,Gambie,75,2014,Produits Vegetaux,2903,2414,48.1,0,0,0,0,0,0.0,0.0
560,Gambie,75,2018,Population,2501,0,0.0,0,0,2280,0,0,0.0,0.0
561,Gambie,75,2018,Poulets,1057,0,0.0,0,0,0,0,1387,0.0,0.0
562,Gambie,75,2018,Produits Animaux,2941,184,16.78,0,0,0,0,0,0.0,0.0
563,Gambie,75,2018,Produits Vegetaux,2903,2349,49.02,0,0,0,0,0,0.0,0.0
564,Gambie,75,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,741.12838
565,Gambie,75,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.03,0.0
566,Gambie,75,2018,Viande de Volailles,2734,0,0.0,0,21,0,2,0,0.0,0.0
567,Ghana,81,2014,Population,2501,0,0.0,0,0,27224,0,0,0.0,0.0
568,Ghana,81,2014,Produits Animaux,2941,116,14.06,0,0,0,0,0,0.0,0.0
569,Ghana,81,2014,Produits Vegetaux,2903,2866,47.48,0,0,0,0,0,0.0,0.0
570,Ghana,81,2018,Population,2501,0,0.0,0,0,29767,0,0,0.0,0.0
571,Ghana,81,2018,Poulets,1057,0,0.0,0,0,0,0,81955,0.0,0.0
572,Ghana,81,2018,Produits Animaux,2941,129,15.37,0,0,0,0,0,0.0,0.0
573,Ghana,81,2018,Produits Vegetaux,2903,2906,46.23,0,0,0,0,0,0.0,0.0
574,Ghana,81,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,2180.619183
575,Ghana,81,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.03,0.0
576,Ghana,81,2018,Viande de Volailles,2734,0,0.0,0,205,0,65,0,0.0,0.0
577,Grenade,86,2014,Population,2501,0,0.0,0,0,109,0,0,0.0,0.0
578,Grenade,86,2014,Produits Animaux,2941,573,40.05,0,0,0,0,0,0.0,0.0
579,Grenade,86,2014,Produits Vegetaux,2903,1793,26.64,0,0,0,0,0,0.0,0.0
580,Grenade,86,2018,Population,2501,0,0.0,0,0,111,0,0,0.0,0.0
581,Grenade,86,2018,Poulets,1057,0,0.0,0,0,0,0,275,0.0,0.0
582,Grenade,86,2018,Produits Animaux,2941,570,40.41,0,0,0,0,0,0.0,0.0
583,Grenade,86,2018,Produits Vegetaux,2903,1833,30.9,0,0,0,0,0,0.0,0.0
584,Grenade,86,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,9793.902787
585,Grenade,86,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,1.0,0.0
586,Grenade,86,2018,Viande de Volailles,2734,0,0.0,0,7,0,1,0,0.0,0.0
587,Groenland,85,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,52497.290159
588,Groenland,85,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,1.94,0.0
589,Grèce,84,2014,Population,2501,0,0.0,0,0,10701,0,0,0.0,0.0
590,Grèce,84,2014,Produits Animaux,2941,818,60.42,0,0,0,0,0,0.0,0.0
591,Grèce,84,2014,Produits Vegetaux,2903,2621,48.64,0,0,0,0,0,0.0,0.0
592,Grèce,84,2018,Population,2501,0,0.0,0,0,10522,0,0,0.0,0.0
593,Grèce,84,2018,Poulets,1057,0,0.0,0,0,0,0,37300,0.0,0.0
594,Grèce,84,2018,Produits Animaux,2941,813,60.07,0,0,0,0,0,0.0,0.0
595,Grèce,84,2018,Produits Vegetaux,2903,2568,48.09,0,0,0,0,0,0.0,0.0
596,Grèce,84,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,19458.016513
597,Grèce,84,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.09,0.0
598,Grèce,84,2018,Viande de Volailles,2734,0,0.0,33,82,0,246,0,0.0,0.0
599,Guatemala,89,2014,Population,2501,0,0.0,0,0,15923,0,0,0.0,0.0
600,Guatemala,89,2014,Produits Animaux,2941,285,21.53,0,0,0,0,0,0.0,0.0
601,Guatemala,89,2014,Produits Vegetaux,2903,2162,46.92,0,0,0,0,0,0.0,0.0
602,Guatemala,89,2018,Population,2501,0,0.0,0,0,17248,0,0,0.0,0.0
603,Guatemala,89,2018,Poulets,1057,0,0.0,0,0,0,0,36658,0.0,0.0
604,Guatemala,89,2018,Produits Animaux,2941,289,21.75,0,0,0,0,0,0.0,0.0
605,Guatemala,89,2018,Produits Vegetaux,2903,2263,47.24,0,0,0,0,0,0.0,0.0
606,Guatemala,89,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,4467.839975
607,Guatemala,89,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.54,0.0
608,Guatemala,89,2018,Viande de Volailles,2734,0,0.0,8,118,0,227,0,0.0,0.0
609,Guinée,90,2014,Population,2501,0,0.0,0,0,11151,0,0,0.0,0.0
610,Guinée,90,2014,Produits Animaux,2941,125,10.86,0,0,0,0,0,0.0,0.0
611,Guinée,90,2014,Produits Vegetaux,2903,2523,44.75,0,0,0,0,0,0.0,0.0
612,Guinée,90,2018,Population,2501,0,0.0,0,0,12414,0,0,0.0,0.0
613,Guinée,90,2018,Poulets,1057,0,0.0,0,0,0,0,33720,0.0,0.0
614,Guinée,90,2018,Produits Animaux,2941,132,11.36,0,0,0,0,0,0.0,0.0
615,Guinée,90,2018,Produits Vegetaux,2903,2614,46.03,0,0,0,0,0,0.0,0.0
616,Guinée,90,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,841.5989689999999
617,Guinée,90,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.88,0.0
618,Guinée,90,2018,Viande de Volailles,2734,0,0.0,0,43,0,13,0,0.0,0.0
619,Guinée équatoriale,61,2018,Poulets,1057,0,0.0,0,0,0,0,377,0.0,0.0
620,Guinée équatoriale,61,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,8798.327801000001
621,Guinée équatoriale,61,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.05,0.0
622,Guinée-Bissau,175,2014,Population,2501,0,0.0,0,0,1692,0,0,0.0,0.0
623,Guinée-Bissau,175,2014,Produits Animaux,2941,181,9.8,0,0,0,0,0,0.0,0.0
624,Guinée-Bissau,175,2014,Produits Vegetaux,2903,1990,32.49,0,0,0,0,0,0.0,0.0
625,Guinée-Bissau,175,2018,Population,2501,0,0.0,0,0,1874,0,0,0.0,0.0
626,Guinée-Bissau,175,2018,Poulets,1057,0,0.0,0,0,0,0,2074,0.0,0.0
627,Guinée-Bissau,175,2018,Produits Animaux,2941,167,9.23,0,0,0,0,0,0.0,0.0
628,Guinée-Bissau,175,2018,Produits Vegetaux,2903,2063,34.04,0,0,0,0,0,0.0,0.0
629,Guinée-Bissau,175,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,763.821876
630,Guinée-Bissau,175,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.67,0.0
631,Guinée-Bissau,175,2018,Viande de Volailles,2734,0,0.0,0,4,0,3,0,0.0,0.0
632,Guyana,91,2014,Population,2501,0,0.0,0,0,763,0,0,0.0,0.0
633,Guyana,91,2014,Produits Animaux,2941,502,38.06,0,0,0,0,0,0.0,0.0
634,Guyana,91,2014,Produits Vegetaux,2903,2289,46.02,0,0,0,0,0,0.0,0.0
635,Guyana,91,2018,Population,2501,0,0.0,0,0,779,0,0,0.0,0.0
636,Guyana,91,2018,Poulets,1057,0,0.0,0,0,0,0,28486,0.0,0.0
637,Guyana,91,2018,Produits Animaux,2941,470,35.54,0,0,0,0,0,0.0,0.0
638,Guyana,91,2018,Produits Vegetaux,2903,2443,50.97,0,0,0,0,0,0.0,0.0
639,Guyana,91,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,4889.241214
640,Guyana,91,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.18,0.0
641,Guyana,91,2018,Viande de Volailles,2734,0,0.0,0,1,0,42,0,0.0,0.0
642,Géorgie,73,2014,Population,2501,0,0.0,0,0,4035,0,0,0.0,0.0
643,Géorgie,73,2014,Produits Animaux,2941,525,30.27,0,0,0,0,0,0.0,0.0
644,Géorgie,73,2014,Produits Vegetaux,2903,2272,46.57,0,0,0,0,0,0.0,0.0
645,Géorgie,73,2018,Population,2501,0,0.0,0,0,4003,0,0,0.0,0.0
646,Géorgie,73,2018,Poulets,1057,0,0.0,0,0,0,0,8220,0.0,0.0
647,Géorgie,73,2018,Produits Animaux,2941,551,31.24,0,0,0,0,0,0.0,0.0
648,Géorgie,73,2018,Produits Vegetaux,2903,2285,45.53,0,0,0,0,0,0.0,0.0
649,Géorgie,73,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,4329.246791
650,Géorgie,73,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.43,0.0
651,Géorgie,73,2018,Viande de Volailles,2734,0,0.0,8,51,0,22,0,0.0,0.0
652,Haïti,93,2014,Population,2501,0,0.0,0,0,10549,0,0,0.0,0.0
653,Haïti,93,2014,Produits Animaux,2941,154,9.89,0,0,0,0,0,0.0,0.0
654,Haïti,93,2014,Produits Vegetaux,2903,1989,38.6,0,0,0,0,0,0.0,0.0
655,Haïti,93,2018,Population,2501,0,0.0,0,0,11123,0,0,0.0,0.0
656,Haïti,93,2018,Poulets,1057,0,0.0,0,0,0,0,5811,0.0,0.0
657,Haïti,93,2018,Produits Animaux,2941,162,10.59,0,0,0,0,0,0.0,0.0
658,Haïti,93,2018,Produits Vegetaux,2903,1959,39.03,0,0,0,0,0,0.0,0.0
659,Haïti,93,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,841.04976
660,Haïti,93,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.63,0.0
661,Haïti,93,2018,Viande de Volailles,2734,0,0.0,0,97,0,9,0,0.0,0.0
662,Honduras,95,2014,Population,2501,0,0.0,0,0,8956,0,0,0.0,0.0
663,Honduras,95,2014,Produits Animaux,2941,307,19.78,0,0,0,0,0,0.0,0.0
664,Honduras,95,2014,Produits Vegetaux,2903,2259,38.59,0,0,0,0,0,0.0,0.0
665,Honduras,95,2018,Population,2501,0,0.0,0,0,9588,0,0,0.0,0.0
666,Honduras,95,2018,Poulets,1057,0,0.0,0,0,0,0,46810,0.0,0.0
667,Honduras,95,2018,Produits Animaux,2941,344,21.94,0,0,0,0,0,0.0,0.0
668,Honduras,95,2018,Produits Vegetaux,2903,2329,41.01,0,0,0,0,0,0.0,0.0
669,Honduras,95,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,2374.233828
670,Honduras,95,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.55,0.0
671,Honduras,95,2018,Viande de Volailles,2734,0,0.0,1,18,0,206,0,0.0,0.0
672,Hongrie,97,2014,Population,2501,0,0.0,0,0,9805,0,0,0.0,0.0
673,Hongrie,97,2014,Produits Animaux,2941,965,45.37,0,0,0,0,0,0.0,0.0
674,Hongrie,97,2014,Produits Vegetaux,2903,2145,37.69,0,0,0,0,0,0.0,0.0
675,Hongrie,97,2018,Population,2501,0,0.0,0,0,9707,0,0,0.0,0.0
676,Hongrie,97,2018,Poulets,1057,0,0.0,0,0,0,0,31844,0.0,0.0
677,Hongrie,97,2018,Produits Animaux,2941,1077,51.23,0,0,0,0,0,0.0,0.0
678,Hongrie,97,2018,Produits Vegetaux,2903,2238,38.41,0,0,0,0,0,0.0,0.0
679,Hongrie,97,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,15642.271272999998
680,Hongrie,97,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.76,0.0
681,Hongrie,97,2018,Viande de Volailles,2734,0,0.0,232,61,0,524,0,0.0,0.0
682,Inde,100,2014,Population,2501,0,0.0,0,0,1295601,0,0,0.0,0.0
683,Inde,100,2014,Produits Animaux,2941,246,12.94,0,0,0,0,0,0.0,0.0
684,Inde,100,2014,Produits Vegetaux,2903,2214,48.19,0,0,0,0,0,0.0,0.0
685,Inde,100,2018,Population,2501,0,0.0,0,0,1352642,0,0,0.0,0.0
686,Inde,100,2018,Poulets,1057,0,0.0,0,0,0,0,791102,0.0,0.0
687,Inde,100,2018,Produits Animaux,2941,285,15.0,0,0,0,0,0,0.0,0.0
688,Inde,100,2018,Produits Vegetaux,2903,2248,48.35,0,0,0,0,0,0.0,0.0
689,Inde,100,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,2031.711505
690,Inde,100,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.96,0.0
691,Inde,100,2018,Viande de Volailles,2734,0,0.0,7,0,0,3616,0,0.0,0.0
692,Indonésie,101,2014,Population,2501,0,0.0,0,0,255128,0,0,0.0,0.0
693,Indonésie,101,2014,Produits Animaux,2941,177,19.2,0,0,0,0,0,0.0,0.0
694,Indonésie,101,2014,Produits Vegetaux,2903,2642,44.03,0,0,0,0,0,0.0,0.0
695,Indonésie,101,2018,Population,2501,0,0.0,0,0,267671,0,0,0.0,0.0
696,Indonésie,101,2018,Poulets,1057,0,0.0,0,0,0,0,3700618,0.0,0.0
697,Indonésie,101,2018,Produits Animaux,2941,193,21.78,0,0,0,0,0,0.0,0.0
698,Indonésie,101,2018,Produits Vegetaux,2903,2692,45.56,0,0,0,0,0,0.0,0.0
699,Indonésie,101,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,3785.166154
700,Indonésie,101,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.53,0.0
701,Indonésie,101,2018,Viande de Volailles,2734,0,0.0,0,0,0,2588,0,0.0,0.0
702,Iran (République islamique d'),102,2014,Population,2501,0,0.0,0,0,77466,0,0,0.0,0.0
703,Iran (République islamique d'),102,2014,Produits Animaux,2941,349,24.54,0,0,0,0,0,0.0,0.0
704,Iran (République islamique d'),102,2014,Produits Vegetaux,2903,2757,60.98,0,0,0,0,0,0.0,0.0
705,Iran (République islamique d'),102,2018,Population,2501,0,0.0,0,0,81800,0,0,0.0,0.0
706,Iran (République islamique d'),102,2018,Poulets,1057,0,0.0,0,0,0,0,1065487,0.0,0.0
707,Iran (République islamique d'),102,2018,Produits Animaux,2941,336,24.74,0,0,0,0,0,0.0,0.0
708,Iran (République islamique d'),102,2018,Produits Vegetaux,2903,2751,60.99,0,0,0,0,0,0.0,0.0
709,Iran (République islamique d'),102,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,5788.551544
710,Iran (République islamique d'),102,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-1.31,0.0
711,Iran (République islamique d'),102,2018,Viande de Volailles,2734,0,0.0,0,0,0,2199,0,0.0,0.0
712,Iraq,103,2014,Population,2501,0,0.0,0,0,29516,0,0,0.0,0.0
713,Iraq,103,2014,Produits Animaux,2941,198,13.09,0,0,0,0,0,0.0,0.0
714,Iraq,103,2014,Produits Vegetaux,2903,2398,51.66,0,0,0,0,0,0.0,0.0
715,Iraq,103,2018,Population,2501,0,0.0,0,0,32965,0,0,0.0,0.0
716,Iraq,103,2018,Poulets,1057,0,0.0,0,0,0,0,54161,0.0,0.0
717,Iraq,103,2018,Produits Animaux,2941,218,14.57,0,0,0,0,0,0.0,0.0
718,Iraq,103,2018,Produits Vegetaux,2903,2390,50.96,0,0,0,0,0,0.0,0.0
719,Iraq,103,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,5351.329961
720,Iraq,103,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-2.56,0.0
721,Iraq,103,2018,Viande de Volailles,2734,0,0.0,1,222,0,90,0,0.0,0.0
722,Irlande,104,2014,Population,2501,0,0.0,0,0,4627,0,0,0.0,0.0
723,Irlande,104,2014,Produits Animaux,2941,1022,62.89,0,0,0,0,0,0.0,0.0
724,Irlande,104,2014,Produits Vegetaux,2903,2632,43.53,0,0,0,0,0,0.0,0.0
725,Irlande,104,2018,Population,2501,0,0.0,0,0,4819,0,0,0.0,0.0
726,Irlande,104,2018,Produits Animaux,2941,1206,72.01,0,0,0,0,0,0.0,0.0
727,Irlande,104,2018,Produits Vegetaux,2903,2679,45.57,0,0,0,0,0,0.0,0.0
728,Irlande,104,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,62488.320825999996
729,Irlande,104,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,1.03,0.0
730,Irlande,104,2018,Viande de Volailles,2734,0,0.0,90,105,0,150,0,0.0,0.0
731,Islande,99,2014,Population,2501,0,0.0,0,0,329,0,0,0.0,0.0
732,Islande,99,2014,Produits Animaux,2941,1575,97.62,0,0,0,0,0,0.0,0.0
733,Islande,99,2014,Produits Vegetaux,2903,1883,38.8,0,0,0,0,0,0.0,0.0
734,Islande,99,2018,Population,2501,0,0.0,0,0,337,0,0,0.0,0.0
735,Islande,99,2018,Poulets,1057,0,0.0,0,0,0,0,228,0.0,0.0
736,Islande,99,2018,Produits Animaux,2941,1651,104.98,0,0,0,0,0,0.0,0.0
737,Islande,99,2018,Produits Vegetaux,2903,2002,41.15,0,0,0,0,0,0.0,0.0
738,Islande,99,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,77098.891614
739,Islande,99,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,1.41,0.0
740,Islande,99,2018,Viande de Volailles,2734,0,0.0,0,1,0,9,0,0.0,0.0
741,Israël,105,2014,Population,2501,0,0.0,0,0,7854,0,0,0.0,0.0
742,Israël,105,2014,Produits Animaux,2941,818,72.01,0,0,0,0,0,0.0,0.0
743,Israël,105,2014,Produits Vegetaux,2903,2758,54.77,0,0,0,0,0,0.0,0.0
744,Israël,105,2018,Population,2501,0,0.0,0,0,8382,0,0,0.0,0.0
745,Israël,105,2018,Poulets,1057,0,0.0,0,0,0,0,45752,0.0,0.0
746,Israël,105,2018,Produits Animaux,2941,839,74.69,0,0,0,0,0,0.0,0.0
747,Israël,105,2018,Produits Vegetaux,2903,2690,52.26,0,0,0,0,0,0.0,0.0
748,Israël,105,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,43864.592713
749,Israël,105,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.93,0.0
750,Israël,105,2018,Viande de Volailles,2734,0,0.0,2,0,0,656,0,0.0,0.0
751,Italie,106,2014,Population,2501,0,0.0,0,0,60410,0,0,0.0,0.0
752,Italie,106,2014,Produits Animaux,2941,860,56.42,0,0,0,0,0,0.0,0.0
753,Italie,106,2014,Produits Vegetaux,2903,2626,49.43,0,0,0,0,0,0.0,0.0
754,Italie,106,2018,Population,2501,0,0.0,0,0,60627,0,0,0.0,0.0
755,Italie,106,2018,Produits Animaux,2941,866,56.94,0,0,0,0,0,0.0,0.0
756,Italie,106,2018,Produits Vegetaux,2903,2637,49.62,0,0,0,0,0,0.0,0.0
757,Italie,106,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,35545.96058
758,Italie,106,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.31,0.0
759,Italie,106,2018,Viande de Volailles,2734,0,0.0,175,94,0,1277,0,0.0,0.0
760,Jamaïque,109,2014,Population,2501,0,0.0,0,0,2875,0,0,0.0,0.0
761,Jamaïque,109,2014,Produits Animaux,2941,502,35.19,0,0,0,0,0,0.0,0.0
762,Jamaïque,109,2014,Produits Vegetaux,2903,2212,37.47,0,0,0,0,0,0.0,0.0
763,Jamaïque,109,2018,Population,2501,0,0.0,0,0,2935,0,0,0.0,0.0
764,Jamaïque,109,2018,Poulets,1057,0,0.0,0,0,0,0,14263,0.0,0.0
765,Jamaïque,109,2018,Produits Animaux,2941,518,36.93,0,0,0,0,0,0.0,0.0
766,Jamaïque,109,2018,Produits Vegetaux,2903,2274,39.03,0,0,0,0,0,0.0,0.0
767,Jamaïque,109,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,5172.743315
768,Jamaïque,109,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.49,0.0
769,Jamaïque,109,2018,Viande de Volailles,2734,0,0.0,1,34,0,132,0,0.0,0.0
770,Japon,110,2014,Population,2501,0,0.0,0,0,128169,0,0,0.0,0.0
771,Japon,110,2014,Produits Animaux,2941,553,48.56,0,0,0,0,0,0.0,0.0
772,Japon,110,2014,Produits Vegetaux,2903,2167,38.54,0,0,0,0,0,0.0,0.0
773,Japon,110,2018,Population,2501,0,0.0,0,0,127202,0,0,0.0,0.0
774,Japon,110,2018,Poulets,1057,0,0.0,0,0,0,0,323126,0.0,0.0
775,Japon,110,2018,Produits Animaux,2941,562,48.6,0,0,0,0,0,0.0,0.0
776,Japon,110,2018,Produits Vegetaux,2903,2143,38.75,0,0,0,0,0,0.0,0.0
777,Japon,110,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,40534.736499
778,Japon,110,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,1.06,0.0
779,Japon,110,2018,Viande de Volailles,2734,0,0.0,10,1089,0,2250,0,0.0,0.0
780,Jordanie,112,2014,Population,2501,0,0.0,0,0,8919,0,0,0.0,0.0
781,Jordanie,112,2014,Produits Animaux,2941,346,25.21,0,0,0,0,0,0.0,0.0
782,Jordanie,112,2014,Produits Vegetaux,2903,2520,48.04,0,0,0,0,0,0.0,0.0
783,Jordanie,112,2018,Population,2501,0,0.0,0,0,9965,0,0,0.0,0.0
784,Jordanie,112,2018,Poulets,1057,0,0.0,0,0,0,0,29491,0.0,0.0
785,Jordanie,112,2018,Produits Animaux,2941,331,23.22,0,0,0,0,0,0.0,0.0
786,Jordanie,112,2018,Produits Vegetaux,2903,2401,45.99,0,0,0,0,0,0.0,0.0
787,Jordanie,112,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,4234.477194
788,Jordanie,112,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.38,0.0
789,Jordanie,112,2018,Viande de Volailles,2734,0,0.0,13,64,0,194,0,0.0,0.0
790,Kazakhstan,108,2014,Population,2501,0,0.0,0,0,17303,0,0,0.0,0.0
791,Kazakhstan,108,2014,Produits Animaux,2941,873,53.18,0,0,0,0,0,0.0,0.0
792,Kazakhstan,108,2014,Produits Vegetaux,2903,2305,39.09,0,0,0,0,0,0.0,0.0
793,Kazakhstan,108,2018,Population,2501,0,0.0,0,0,18320,0,0,0.0,0.0
794,Kazakhstan,108,2018,Poulets,1057,0,0.0,0,0,0,0,42782,0.0,0.0
795,Kazakhstan,108,2018,Produits Animaux,2941,886,54.7,0,0,0,0,0,0.0,0.0
796,Kazakhstan,108,2018,Produits Vegetaux,2903,2181,36.79,0,0,0,0,0,0.0,0.0
797,Kazakhstan,108,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,8458.57429
798,Kazakhstan,108,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.0,0.0
799,Kazakhstan,108,2018,Viande de Volailles,2734,0,0.0,9,195,0,183,0,0.0,0.0
800,Kenya,114,2014,Population,2501,0,0.0,0,0,46700,0,0,0.0,0.0
801,Kenya,114,2014,Produits Animaux,2941,245,14.9,0,0,0,0,0,0.0,0.0
802,Kenya,114,2014,Produits Vegetaux,2903,1938,47.03,0,0,0,0,0,0.0,0.0
803,Kenya,114,2018,Population,2501,0,0.0,0,0,51393,0,0,0.0,0.0
804,Kenya,114,2018,Poulets,1057,0,0.0,0,0,0,0,52219,0.0,0.0
805,Kenya,114,2018,Produits Animaux,2941,246,14.92,0,0,0,0,0,0.0,0.0
806,Kenya,114,2018,Produits Vegetaux,2903,1950,46.83,0,0,0,0,0,0.0,0.0
807,Kenya,114,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,1711.01268
808,Kenya,114,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-1.16,0.0
809,Kenya,114,2018,Viande de Volailles,2734,0,0.0,0,1,0,30,0,0.0,0.0
810,Kirghizistan,113,2014,Population,2501,0,0.0,0,0,5845,0,0,0.0,0.0
811,Kirghizistan,113,2014,Produits Animaux,2941,613,35.79,0,0,0,0,0,0.0,0.0
812,Kirghizistan,113,2014,Produits Vegetaux,2903,2100,49.86,0,0,0,0,0,0.0,0.0
813,Kirghizistan,113,2018,Population,2501,0,0.0,0,0,6304,0,0,0.0,0.0
814,Kirghizistan,113,2018,Poulets,1057,0,0.0,0,0,0,0,4567,0.0,0.0
815,Kirghizistan,113,2018,Produits Animaux,2941,587,33.91,0,0,0,0,0,0.0,0.0
816,Kirghizistan,113,2018,Produits Vegetaux,2903,2142,50.5,0,0,0,0,0,0.0,0.0
817,Kirghizistan,113,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,1254.520231
818,Kirghizistan,113,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.58,0.0
